JD,Flux,Flux Error,Mag,Mag Error,Limit,FWHM,Filter,Quality,Camera
2458316.1096298,704.7126,0.2089,9.3398,0.0003,16.4123,2.05,V,G,bb
2458319.0005638,639.7460,0.3628,9.4448,0.0006,15.8132,2.01,V,B,bb
2458321.9918089,680.5685,0.2281,9.3776,0.0004,16.3170,1.62,V,G,bb
2458323.9901297,498.6055,0.7207,9.7154,0.0016,15.0680,2.01,V,B,bb
2458324.9873808,629.2110,0.4116,9.4628,0.0007,15.6762,2.42,V,B,bb
2458325.9826305,665.6837,0.4309,9.4016,0.0007,15.6264,2.04,V,G,bb
2458328.9784944,610.3120,0.5193,9.4959,0.0009,15.4238,2.45,V,G,bb
2458332.126803,576.5714,0.5370,9.5576,0.0010,15.3874,2.35,V,G,bb
2458333.9295241,295.9083,0.5607,10.2222,0.0021,15.2808,1.52,g,B,br
2458335.1163052,-28.0227,1.4018,14.3456,99.9990,14.3456,2.25,V,B,bb
2458336.1064924,665.9056,0.2909,9.4012,0.0005,16.0531,2.16,V,G,bb
2458336.9011665,464.2357,0.3797,9.7332,0.0009,15.7041,1.49,g,G,br
2458338.0235612,681.4177,0.2080,9.3762,0.0003,16.4171,2.20,V,G,bb
2458343.0553556,701.3384,0.2128,9.3450,0.0003,16.3923,1.69,V,G,bb
2458346.0725081,144.6079,1.2203,11.0593,0.0092,14.4962,2.02,V,B,bb
2458347.9288466,639.9372,0.3966,9.4444,0.0007,15.7165,1.66,V,G,bb
2458348.9830068,679.0364,0.2249,9.3800,0.0004,16.3323,1.62,V,G,bb
2458352.0026378,685.0444,0.1895,9.3705,0.0003,16.5184,2.20,V,G,bb
2458352.8926768,157.8780,1.1443,10.9640,0.0079,14.5660,2.05,V,B,bb
2458361.0251883,706.4209,0.2843,9.3371,0.0004,16.0780,1.99,V,G,bb
2458362.0896031,670.3474,0.2696,9.3940,0.0004,16.1356,2.32,V,G,bb
2458362.8127546,456.7665,0.3494,9.7508,0.0008,15.7945,1.41,g,G,br
2458366.072443,698.9227,0.2165,9.3487,0.0003,16.3739,1.68,V,G,bb
2458366.7856669,405.7909,0.2166,9.8793,0.0006,16.3134,1.44,g,G,br
2458371.0131086,706.8381,0.2447,9.3365,0.0004,16.2406,2.03,V,G,bb
2458372.0120343,684.5596,0.1765,9.3713,0.0003,16.5957,2.05,V,G,bb
2458373.0310943,697.0723,0.1850,9.3516,0.0003,16.5445,2.05,V,G,bb
2458377.8259708,670.3374,0.2424,9.3940,0.0004,16.2510,2.02,V,G,bb
2458378.8251656,672.4455,0.2386,9.3906,0.0004,16.2683,2.06,V,G,bb
2458379.8828774,624.4060,0.3987,9.4711,0.0007,15.7108,2.40,V,G,bb
2458383.8103856,608.9940,0.5013,9.4982,0.0009,15.4621,2.25,V,G,bb
2458385.844204,661.2501,0.3316,9.4089,0.0005,15.9107,1.99,V,G,bb
2458392.0115004,82.9949,1.4557,11.6622,0.0191,14.3046,2.09,V,B,bb
2458393.0447833,634.1225,0.3941,9.4543,0.0007,15.7234,2.23,V,G,bb
2458394.0381656,333.2997,1.0015,10.1527,0.0033,14.7108,2.36,V,B,bb
2458396.0411139,551.7699,0.5698,9.6054,0.0011,15.3231,2.04,V,G,bb
2458396.8407003,429.6081,0.7761,9.8771,0.0020,14.9876,2.45,V,B,bb
2458402.0161557,689.3633,0.1830,9.3637,0.0003,16.5565,1.66,V,G,bb
2458402.7069303,477.7378,0.4003,9.7021,0.0009,15.6466,1.45,g,G,br
2458404.0195362,-42.5671,1.5099,14.2650,99.9990,14.2650,1.69,V,B,bb
2458408.7445589,667.0003,0.2508,9.3995,0.0004,16.2139,1.65,V,G,bb
2458409.9572162,663.6769,0.2731,9.4049,0.0004,16.1215,2.19,V,G,bb
2458413.7841113,640.3648,0.4847,9.4437,0.0008,15.4988,2.42,V,G,bb
2458416.9594513,675.5040,0.2711,9.3857,0.0004,16.1297,2.07,V,G,bb
2458417.9171484,420.3337,0.3207,9.8411,0.0008,15.8874,1.46,g,G,br
2458423.955909,654.3224,0.3214,9.4203,0.0005,15.9446,1.64,V,G,bb
2458424.7632721,469.6936,0.3844,9.7205,0.0009,15.6908,2.02,g,G,br
2458425.852409,454.8326,0.3459,9.7554,0.0008,15.8053,1.50,g,G,br
2458427.8524924,686.1453,0.2188,9.3687,0.0003,16.3624,1.73,V,G,bb
2458428.8853453,700.0912,0.2621,9.3469,0.0004,16.1660,1.64,V,G,bb
2458430.9326843,655.6038,0.3441,9.4182,0.0006,15.8707,2.16,V,G,bb
2458431.9291223,666.4418,0.2881,9.4004,0.0005,16.0636,2.15,V,G,bb
2458432.9138242,619.4784,0.4495,9.4797,0.0008,15.5805,1.64,V,B,bb
2458434.9247993,663.5109,0.3041,9.4052,0.0005,16.0048,2.04,V,G,bb
2458435.8317361,605.5242,0.4837,9.5045,0.0009,15.5009,2.10,V,B,bb
2458436.7543026,690.6156,0.1675,9.3617,0.0003,16.6526,1.66,V,G,bb
2458442.6877369,653.0585,0.3794,9.4224,0.0006,15.7647,2.49,V,G,bb
2458445.8606486,512.7825,0.6617,9.6849,0.0014,15.1607,2.02,V,G,bb
2458447.8848572,664.0596,0.2851,9.4043,0.0005,16.0748,2.04,V,G,bb
2458448.6297002,461.3207,0.3608,9.7401,0.0009,15.7594,1.47,g,G,br
2458449.6992801,601.4529,0.4590,9.5118,0.0008,15.5579,2.35,V,G,bb
2458450.8072859,428.2086,0.2739,9.8209,0.0007,16.0585,1.45,g,G,br
2458451.8737868,682.1782,0.2063,9.3750,0.0003,16.4261,1.66,V,G,bb
2458452.7651778,340.3116,0.1089,10.0704,0.0003,17.0601,2.37,g,B,bB
2458455.8623548,343.4920,0.1501,10.0603,0.0005,16.7114,2.09,g,G,bB
2458456.8626812,357.3524,0.2205,10.0173,0.0007,16.2943,2.15,g,G,bB
2458457.8505541,345.9763,0.1924,10.0524,0.0006,16.4423,2.02,g,G,bB
2458458.8551159,347.3643,0.1589,10.0481,0.0005,16.6501,2.18,g,G,bB
2458459.8512231,351.0154,0.1480,10.0368,0.0005,16.7272,2.09,g,G,bB
2458460.8475592,340.9272,0.1645,10.0684,0.0005,16.6119,2.18,g,G,bB
2458464.8366906,336.5014,0.1244,10.0826,0.0004,16.9153,2.10,g,G,bB
2458465.8371452,341.9148,0.1320,10.0653,0.0004,16.8509,2.39,g,G,bB
2458466.7527924,354.2973,0.1499,10.0266,0.0005,16.7131,2.10,g,G,bB
2458467.7293449,360.3974,0.1762,10.0081,0.0005,16.5374,2.11,g,G,bB
2458469.7301275,357.0818,0.1497,10.0181,0.0005,16.7144,2.22,g,G,bB
2458470.7573696,258.1263,0.8491,10.3705,0.0036,14.8303,1.60,g,B,bB
2458472.8081238,329.0748,0.2488,10.1068,0.0008,16.1630,2.13,g,G,bB
2458473.7852852,317.9935,0.2396,10.1440,0.0008,16.2041,2.10,g,G,bB
2458476.7987838,339.6580,0.1424,10.0725,0.0005,16.7690,2.19,g,G,bB
2458483.7812585,364.2723,0.1928,9.9965,0.0006,16.4401,2.09,g,G,bB
2458484.7829309,345.4427,0.1580,10.0541,0.0005,16.6562,2.20,g,G,bB
2458485.7786111,356.7938,0.1759,10.0190,0.0005,16.5397,2.12,g,G,bB
2458486.7684668,358.7911,0.1713,10.0130,0.0005,16.5679,2.03,g,G,bB
2458489.7680591,367.3049,0.1940,9.9875,0.0006,16.4334,2.13,g,G,bB
2458490.7639008,344.8029,0.1113,10.0561,0.0004,17.0367,2.12,g,G,bB
2458492.7507402,344.0599,0.1024,10.0585,0.0003,17.1272,2.20,g,G,bB
2458493.7506174,349.6498,0.1298,10.0410,0.0004,16.8692,2.38,g,G,bB
2458494.7504823,357.0928,0.1752,10.0181,0.0005,16.5439,2.25,g,G,bB
2458495.7401099,352.7169,0.1377,10.0315,0.0004,16.8051,2.36,g,G,bB
2458497.7293246,359.0677,0.1681,10.0121,0.0005,16.5889,2.08,g,G,bB
2458498.7258666,352.4991,0.1529,10.0322,0.0005,16.6914,2.21,g,G,bB
2458499.738049,356.5734,0.1744,10.0197,0.0005,16.5489,2.07,g,G,bB
2458501.7310384,348.5167,0.1499,10.0445,0.0005,16.7130,2.27,g,G,bB
2458503.7202651,314.1791,0.2490,10.1571,0.0009,16.1622,2.25,g,G,bB
2458504.6839459,254.0216,0.6108,10.3879,0.0026,15.1879,1.52,g,G,br
2458505.6771116,245.7602,0.5928,10.4238,0.0026,15.2204,1.59,g,B,br
2458506.7176021,344.6484,0.0974,10.0566,0.0003,17.1808,2.46,g,G,bB
2458507.7141772,351.3664,0.1583,10.0357,0.0005,16.6543,2.36,g,G,bB
2458510.7089031,310.7962,0.2581,10.1689,0.0009,16.1232,2.08,g,G,bB
2458512.6591931,362.8359,0.2666,10.0008,0.0008,16.0882,1.58,g,G,br
2458515.6494255,365.5737,0.2696,9.9926,0.0008,16.0760,1.44,g,G,br
2458522.6278281,394.2561,0.1369,9.9106,0.0004,16.8114,1.52,g,G,br
2458523.6247957,350.2763,0.3282,10.0390,0.0010,15.8622,1.44,g,G,br
2458526.6189728,344.3452,0.3384,10.0576,0.0011,15.8292,1.58,g,G,br
2458527.6153275,357.9020,0.3111,10.0157,0.0009,15.9203,1.55,g,G,br
2458529.6089378,192.5911,0.9150,10.6885,0.0052,14.7491,1.61,g,B,br
2458531.6024862,333.1747,0.3798,10.0934,0.0012,15.7038,1.56,g,G,br
2458537.5833982,270.6709,0.4930,10.3190,0.0020,15.4205,2.21,g,G,br
2458540.5700638,384.3421,0.3354,9.9383,0.0009,15.8386,2.25,g,G,br
2458541.5743277,386.6798,0.1721,9.9317,0.0005,16.5629,2.01,g,G,br
2458632.1152217,301.6939,0.2959,10.2011,0.0011,15.9749,2.02,g,G,bB
2458633.1113991,306.9559,0.2632,10.1824,0.0009,16.1018,2.18,g,G,bB
2458635.1045152,308.9895,0.2193,10.1752,0.0008,16.2999,2.11,g,G,bB
2458636.1046927,336.6176,0.1217,10.0822,0.0004,16.9390,2.03,g,G,bB
2458637.1011313,319.0678,0.1829,10.1404,0.0006,16.4971,2.00,g,G,bB
2458638.097688,298.8361,0.2564,10.2115,0.0009,16.1303,2.39,g,G,bB
2458640.0942125,53.2233,0.8199,12.0848,0.0167,14.8682,1.99,g,B,bB
2458642.0871254,328.9574,0.1579,10.1072,0.0005,16.6564,2.01,g,G,bB
2458643.0796269,305.3862,0.2431,10.1879,0.0009,16.1881,2.09,g,G,bB
2458644.0799709,322.2089,0.1670,10.1297,0.0006,16.5959,2.03,g,G,bB
2458645.0802265,334.2738,0.1257,10.0898,0.0004,16.9040,2.06,g,G,bB
2458649.0792989,322.5178,0.2127,10.1287,0.0007,16.3330,2.01,g,G,bB
2458650.0787872,314.3307,0.2234,10.1566,0.0008,16.2800,2.02,g,G,bB
2458653.0767353,302.5549,0.3325,10.1981,0.0012,15.8483,2.02,g,G,bB
2458654.0600415,281.5451,0.3196,10.2762,0.0012,15.8910,2.09,g,G,bB
2458655.0597524,314.3715,0.2508,10.1565,0.0009,16.1542,2.03,g,G,bB
2458656.0568021,216.7324,0.4613,10.5603,0.0023,15.4928,1.99,g,B,bB
2458657.0525152,317.1214,0.2344,10.1470,0.0008,16.2278,2.01,g,G,bB
2458660.0457975,299.6635,0.2864,10.2085,0.0010,16.0100,2.04,g,G,bB
2458668.0156573,325.8732,0.1674,10.1174,0.0006,16.5935,2.09,g,G,bB
2458669.0195638,320.3242,0.1731,10.1361,0.0006,16.5569,2.03,g,G,bB
2458670.0181375,328.6822,0.1436,10.1081,0.0005,16.7598,1.99,g,G,bB
2458671.0669864,343.6826,0.1197,10.0597,0.0004,16.9573,2.20,g,G,bB
2458678.9210975,372.3493,0.2503,9.9727,0.0007,16.1567,1.53,g,G,br
2458688.9761236,335.4055,0.1791,10.0861,0.0006,16.5199,2.09,g,G,bB
2458689.9758648,334.5081,0.1548,10.0890,0.0005,16.6784,2.03,g,G,bB
2458690.8221056,344.9413,0.3199,10.0557,0.0010,15.8903,1.40,g,G,br
2458692.0169021,346.4354,0.1364,10.0510,0.0004,16.8153,2.04,g,G,bB
2458694.9882443,340.6464,0.1045,10.0693,0.0003,17.1045,2.10,g,G,bB
2458701.054968,353.1185,0.2108,10.0303,0.0006,16.3430,2.03,g,G,bB
2458704.8623213,285.9841,0.4739,10.2592,0.0018,15.4635,1.43,g,G,br
2458706.0942772,351.0688,0.1830,10.0366,0.0006,16.4968,2.00,g,G,bB
2458707.9017343,361.4307,0.2859,10.0050,0.0009,16.0120,1.44,g,G,br
2458707.9264999,307.5780,0.3281,10.1802,0.0012,15.8625,2.00,g,G,bB
2458709.0224,341.8359,0.2595,10.0655,0.0008,16.1172,2.03,g,G,bB
2458719.9196779,316.3044,0.2154,10.1498,0.0007,16.3198,2.27,g,G,bB
2458721.9471161,320.8444,0.1843,10.1343,0.0006,16.4888,2.07,g,G,bB
2458723.9984204,371.1982,0.2151,9.9761,0.0006,16.3213,2.06,g,G,bB
2458725.0160885,355.1040,0.1646,10.0242,0.0005,16.6119,2.15,g,G,bB
2458727.8129706,330.7168,0.3773,10.1014,0.0012,15.7109,1.43,g,G,br
2458732.9323352,348.9373,0.1373,10.0432,0.0004,16.8085,2.01,g,G,bB
2458733.9085072,108.7157,0.7166,11.3093,0.0072,15.0144,2.02,g,B,bB
2458735.0480696,373.6473,0.2047,9.9689,0.0006,16.3747,2.07,g,G,bB
2458736.9920005,329.1475,0.3786,10.1066,0.0013,15.7071,2.32,g,B,bB
2458737.8829472,294.8574,0.4651,10.2260,0.0017,15.4838,2.02,g,B,bB
2458741.0401639,298.1186,0.4741,10.2141,0.0017,15.4629,2.15,g,G,bB
2458741.0414565,298.5970,0.5406,10.2124,0.0020,15.3204,2.15,g,G,bB
2458744.9865007,336.8568,0.1903,10.0815,0.0006,16.4539,2.06,g,G,bB
2458748.8172834,308.9906,0.2687,10.1752,0.0009,16.0793,2.02,g,G,bB
2458751.0036202,356.0111,0.1342,10.0214,0.0004,16.8335,2.02,g,G,bB
2458752.006812,360.0853,0.1608,10.0091,0.0005,16.6367,2.06,g,G,bB
2458753.963877,335.6861,0.0989,10.0852,0.0003,17.1641,2.03,g,G,bB
2458755.6506723,255.3171,0.5229,10.3824,0.0022,15.3566,1.45,g,G,br
2458756.0713841,319.5817,0.1727,10.1386,0.0006,16.5596,2.01,g,G,bB
2458760.6589244,295.5092,0.4612,10.2236,0.0017,15.4928,2.29,g,G,br
2458762.8730937,349.4520,0.3331,10.0416,0.0010,15.8462,1.43,g,G,br
2458764.7857725,322.7636,0.2120,10.1279,0.0007,16.3370,2.01,g,G,bB
2458764.9659715,276.3348,0.4919,10.2965,0.0019,15.4229,1.46,g,G,br
2458765.8040356,299.3193,0.2644,10.2097,0.0010,16.0969,2.01,g,B,bB
2458766.8505006,367.0263,0.3072,9.9883,0.0009,15.9343,1.44,g,G,br
2458771.684007,227.6165,0.6235,10.5071,0.0030,15.1655,1.56,g,B,br
2458772.6555788,360.8936,0.3613,10.0066,0.0011,15.7580,1.46,g,G,br
2458773.6133833,326.6556,0.3806,10.1148,0.0013,15.7016,1.47,g,G,br
2458776.0005344,197.5210,0.4820,10.6610,0.0027,15.4451,1.98,g,B,bB
2458777.800592,464.4907,0.3818,9.7326,0.0009,15.6981,1.51,g,G,br
2458778.911742,358.2770,0.1561,10.0145,0.0005,16.6691,2.34,g,G,bB
2458779.7993548,342.5533,0.0856,10.0632,0.0003,17.3215,2.02,g,G,bB
2458780.9864591,341.1432,0.0633,10.0677,0.0002,17.6487,2.04,g,G,bB
2458781.7997523,343.4420,0.0992,10.0604,0.0003,17.1619,2.33,g,G,bB
2458784.7848247,468.8957,0.3876,9.7224,0.0009,15.6818,1.39,g,G,br
2458785.7465424,447.3101,0.3429,9.7735,0.0008,15.8148,1.37,g,G,br
2458786.8292136,446.6106,0.3232,9.7752,0.0008,15.8791,1.43,g,G,br
2458789.8200621,454.7530,0.3473,9.7556,0.0008,15.8009,1.50,g,G,br
2458790.7697565,349.8295,0.1417,10.0404,0.0004,16.7745,2.00,g,G,bB
2458793.8257043,-50.6847,1.0020,14.6505,99.9990,14.6505,1.45,g,B,br
2458794.9439882,324.3947,0.1692,10.1224,0.0006,16.5814,2.03,g,G,bB
2458797.9315315,292.8571,0.3152,10.2334,0.0012,15.9062,2.08,g,G,bB
2458802.8627056,364.0689,0.1961,9.9971,0.0006,16.4217,2.03,g,G,bB
2458805.638323,438.3009,0.2983,9.7956,0.0007,15.9660,1.43,g,G,br
2458806.5911281,446.2340,0.3201,9.7762,0.0008,15.8895,1.64,g,G,br
2458810.7734944,194.3650,0.6997,10.6785,0.0039,15.0403,2.12,g,B,bB
2458811.5930883,282.0034,0.5222,10.2744,0.0020,15.3580,1.60,g,B,br
2458811.9033136,343.6585,0.1131,10.0597,0.0004,17.0193,2.05,g,G,bB
2458812.5555504,407.8134,0.2742,9.8739,0.0007,16.0574,1.56,g,B,br
2458812.8785791,335.3011,0.1418,10.0865,0.0005,16.7738,2.10,g,G,bB
2458813.8920143,341.8191,0.1254,10.0656,0.0004,16.9065,2.04,g,G,bB
2458815.8920405,328.5264,0.1593,10.1086,0.0005,16.6472,2.01,g,G,bB
2458818.746941,-32.6021,1.0713,14.5778,99.9990,14.5778,1.47,g,B,br
2458818.7481582,558.4160,0.5257,9.5327,0.0010,15.3507,1.43,g,B,br
2458819.7280031,457.1390,0.3584,9.7499,0.0009,15.7668,1.44,g,G,br
2458820.7743578,432.7997,0.2848,9.8093,0.0007,16.0163,1.49,g,G,br
2458825.7486263,330.7461,0.1768,10.1013,0.0006,16.5340,2.42,g,G,bB
2458830.7870843,397.4508,0.5327,9.9019,0.0015,15.3364,2.01,g,B,br
2458831.5867042,468.5892,0.4064,9.7231,0.0009,15.6303,1.41,g,G,br
2458832.5872749,460.9689,0.3619,9.7409,0.0009,15.7561,1.64,g,G,br
2458833.5948767,408.2076,0.2003,9.8729,0.0005,16.3984,1.54,g,G,br
2458834.595053,463.5431,0.3935,9.7348,0.0009,15.6653,1.41,g,G,br
2458837.7430901,358.9906,0.1554,10.0124,0.0005,16.6741,2.11,g,G,bB
2458838.7434483,405.1304,0.1927,9.8811,0.0005,16.4407,1.46,g,G,br
2458839.6180228,465.4912,0.3757,9.7303,0.0009,15.7155,1.49,g,G,br
2458846.6716643,425.5499,0.2659,9.8277,0.0007,16.0908,1.49,g,G,br
2458847.664641,444.9233,0.3262,9.7794,0.0008,15.8690,1.48,g,G,br
2458854.7454691,341.7203,0.1236,10.0659,0.0004,16.9229,2.17,g,G,bB
2458863.6886554,-304.0999,1.6304,14.1219,99.9990,14.1219,1.41,g,B,br
2458863.6911023,-170.3165,1.3612,14.3178,99.9990,14.3178,1.44,g,B,br
2458866.6930806,372.3362,0.3176,9.9727,0.0009,15.8981,1.62,g,G,br
2458867.6874773,367.7867,0.2649,9.9861,0.0008,16.0949,1.54,g,G,br
2458871.6599779,-39.1292,1.0156,14.6358,99.9990,14.6358,1.54,g,B,br
2458872.6646493,394.1128,0.1773,9.9110,0.0005,16.5308,1.44,g,G,br
2458873.6614728,256.0533,0.5814,10.3792,0.0025,15.2414,1.42,g,B,br
2458874.657984,333.6503,0.3856,10.0918,0.0013,15.6873,1.46,g,B,br
2458877.6335165,398.0994,0.1563,9.9001,0.0004,16.6680,1.45,g,G,br
2458879.5675654,407.9582,0.2291,9.8735,0.0006,16.2525,1.52,g,B,br
2458880.5569355,428.5398,0.4051,9.8201,0.0010,15.6338,1.46,g,B,br
2458892.612369,360.4936,0.3055,10.0078,0.0009,15.9400,1.55,g,G,br
2458893.5936968,366.2729,0.2931,9.9906,0.0009,15.9850,1.97,g,G,br
2458904.584468,348.6966,0.3390,10.0439,0.0011,15.8272,1.61,g,G,br
2458905.5901802,293.7080,0.4641,10.2303,0.0017,15.4860,2.09,g,G,br
2458906.577805,360.1068,0.3425,10.0090,0.0010,15.8161,1.78,g,B,br
2458907.5842906,-102.8800,1.1781,14.4747,99.9990,14.4747,2.27,g,B,br
2458998.111725,297.5451,0.2624,10.2162,0.0010,16.1051,2.25,g,G,bB
2459000.108667,313.2413,0.2318,10.1604,0.0008,16.2399,2.05,g,G,bB
2459001.1049569,307.4322,0.2530,10.1807,0.0009,16.1450,2.28,g,G,bB
2459002.1015005,320.0850,0.2117,10.1369,0.0007,16.3384,2.03,g,G,bB
2459004.0939934,324.7899,0.1562,10.1211,0.0005,16.6687,2.02,g,G,bB
2459005.0942939,303.0602,0.2789,10.1962,0.0010,16.0392,2.16,g,G,bB
2459013.0928304,308.0125,0.2407,10.1786,0.0008,16.1990,2.28,g,G,bB
2459014.9222605,361.9406,0.3122,10.0035,0.0009,15.9166,1.48,g,G,br
2459015.918738,329.2707,0.3778,10.1062,0.0012,15.7096,1.59,g,G,br
2459025.0542314,296.0629,0.2443,10.2216,0.0009,16.1829,2.15,g,G,bB
2459028.047014,319.9949,0.1840,10.1372,0.0006,16.4907,2.10,g,G,bB
2459029.0429809,319.0003,0.1784,10.1406,0.0006,16.5244,2.01,g,G,bB
2459030.0490132,312.3984,0.1950,10.1633,0.0007,16.4278,2.12,g,G,bB
2459032.0411278,325.0574,0.1610,10.1202,0.0005,16.6356,2.07,g,G,bB
2459033.0401126,321.2573,0.1843,10.1329,0.0006,16.4888,2.17,g,G,bB
2459034.0271251,308.1591,0.2510,10.1781,0.0009,16.1535,2.03,g,G,bB
2459037.0185557,276.9666,0.3752,10.2940,0.0015,15.7169,2.01,g,G,bB
2459037.8736092,326.6055,0.4092,10.1150,0.0014,15.6228,1.50,g,B,br
2459038.8730293,342.0203,0.3592,10.0649,0.0011,15.7644,1.45,g,B,br
2459040.0154562,316.9519,0.2600,10.1476,0.0009,16.1152,2.49,g,G,bB
2459040.8628942,307.7977,0.4567,10.1794,0.0016,15.5036,1.45,g,G,br
2459041.8653723,341.4367,0.3471,10.0668,0.0011,15.8016,1.56,g,G,br
2459042.8541375,362.7513,0.3111,10.0010,0.0009,15.9204,1.49,g,G,br
2459043.8563553,334.6446,0.3728,10.0886,0.0012,15.7238,1.45,g,G,br
2459047.0019027,-18.0209,0.9407,14.7190,99.9990,14.7190,1.72,g,B,bB
2459048.9914611,332.2099,0.1316,10.0965,0.0004,16.8547,1.99,g,G,bB
2459049.9893194,336.5240,0.1238,10.0825,0.0004,16.9205,2.06,g,G,bB
2459051.0132454,336.1619,0.1087,10.0837,0.0004,17.0626,2.06,g,G,bB
2459051.9987467,331.7691,0.1337,10.0980,0.0004,16.8371,2.00,g,G,bB
2459053.9708172,282.5613,0.2786,10.2723,0.0011,16.0400,2.08,g,G,bB
2459055.8211961,288.0853,0.4759,10.2513,0.0018,15.4589,1.46,g,G,br
2459055.8224063,374.5964,0.7389,9.9662,0.0021,14.9811,1.37,g,G,br
2459058.9532933,318.9855,0.1681,10.1406,0.0006,16.5886,2.12,g,G,bB
2459059.80963,355.2078,0.3122,10.0239,0.0010,15.9165,1.44,g,G,br
2459060.1200218,353.0496,0.1383,10.0305,0.0004,16.8009,2.01,g,G,bB
2459060.8092375,347.6673,0.3484,10.0472,0.0011,15.7975,1.51,g,G,br
2459061.8045509,339.7663,0.3603,10.0721,0.0012,15.7610,1.47,g,G,br
2459062.0429553,367.0946,0.1993,9.9881,0.0006,16.4037,2.12,g,G,bB
2459062.8005725,344.3936,0.3728,10.0574,0.0012,15.7240,1.51,g,B,br
2459066.7829862,300.2361,0.5072,10.2064,0.0018,15.3898,1.49,g,G,br
2459068.7824142,292.6099,0.4926,10.2343,0.0018,15.4215,1.46,g,G,br
2459069.7768658,319.4696,0.4070,10.1390,0.0014,15.6285,1.43,g,G,br
2459070.7818692,320.6901,0.4191,10.1349,0.0014,15.5967,1.46,g,G,br
2459071.1203956,358.1533,0.1594,10.0149,0.0005,16.6462,2.07,g,G,bB
2459072.0164814,352.2430,0.1599,10.0330,0.0005,16.6431,2.03,g,G,bB
2459072.7746494,364.2513,0.2685,9.9966,0.0008,16.0805,1.44,g,G,br
2459073.7699527,347.5375,0.3429,10.0476,0.0011,15.8146,1.41,g,G,br
2459074.1135677,365.6205,0.1756,9.9925,0.0005,16.5411,2.02,g,G,bB
2459074.7631374,332.3805,0.3672,10.0960,0.0012,15.7404,1.43,g,G,br
2459075.1130771,359.9273,0.1893,10.0095,0.0006,16.4600,2.20,g,G,bB
2459075.7614483,332.8388,0.3788,10.0945,0.0012,15.7065,1.46,g,G,br
2459075.9924793,346.5414,0.1030,10.0507,0.0003,17.1202,2.06,g,G,bB
2459077.8920353,331.6852,0.1598,10.0983,0.0005,16.6440,2.00,g,G,bB
2459078.9366975,331.4702,0.1229,10.0990,0.0004,16.9284,2.27,g,G,bB
2459079.7568313,52.8598,0.8257,12.0923,0.0170,14.8606,1.44,g,G,br
2459080.065082,375.3072,0.2247,9.9641,0.0007,16.2735,2.07,g,G,bB
2459080.7499581,291.2261,0.4683,10.2395,0.0017,15.4763,1.49,g,G,br
2459081.7454784,142.8025,0.7062,11.0132,0.0054,15.0304,1.60,g,G,br
2459082.748212,124.4739,0.7372,11.1624,0.0064,14.9836,1.48,g,G,br
2459083.8774493,320.8631,0.1726,10.1343,0.0006,16.5603,2.13,g,G,bB
2459084.7394187,145.4767,0.7046,10.9931,0.0053,15.0328,1.44,g,G,br
2459085.0355222,374.1143,0.2168,9.9676,0.0006,16.3122,2.10,g,G,bB
2459085.7344867,-93.3318,0.9588,14.6984,99.9990,14.6984,1.47,g,G,br
2459085.9058625,568.9307,0.2380,9.5124,0.0005,16.2113,1.41,g,G,br
2459086.7337582,308.4437,0.4256,10.1771,0.0015,15.5801,1.47,g,G,br
2459086.9968511,347.8690,0.1107,10.0465,0.0003,17.0425,2.01,g,G,bB
2459087.7294675,311.1822,0.4318,10.1675,0.0015,15.5644,1.48,g,G,br
2459087.9766064,369.6279,0.1937,9.9807,0.0006,16.4345,2.19,g,G,bB
2459088.7195149,312.6355,0.4001,10.1625,0.0014,15.6473,1.47,g,G,br
2459089.7239056,270.1701,0.5166,10.3210,0.0021,15.3697,1.46,g,G,br
2459090.1194516,359.5023,0.1725,10.0108,0.0005,16.5604,2.21,g,G,bB
2459090.7193183,280.0217,0.5171,10.2821,0.0020,15.3688,1.56,g,G,br
2459091.7208223,275.2312,0.5231,10.3008,0.0021,15.3562,1.50,g,G,br
2459096.703003,318.5968,0.4566,10.1420,0.0016,15.5039,1.55,g,B,br
2459096.9712462,345.9670,0.1426,10.0525,0.0004,16.7670,2.06,g,G,bB
2459097.7053418,344.2645,0.3785,10.0578,0.0012,15.7076,1.45,g,G,br
2459097.9133008,320.2364,0.1818,10.1364,0.0006,16.5034,2.04,g,B,bB
2459099.047376,360.9743,0.1756,10.0064,0.0005,16.5415,2.17,g,B,bB
2459100.8319169,309.8334,0.2148,10.1722,0.0008,16.3226,2.11,g,G,bB
2459102.0384582,352.4740,0.1427,10.0322,0.0004,16.7669,2.28,g,G,bB
2459103.0500415,360.2143,0.1657,10.0087,0.0005,16.6046,2.15,g,G,bB
2459103.8260747,313.9098,0.1878,10.1581,0.0007,16.4683,2.01,g,G,bB
2459105.8208837,335.1458,0.1167,10.0870,0.0004,16.9849,2.03,g,G,bB
2459106.8388317,340.1371,0.0784,10.0709,0.0003,17.4167,2.01,g,G,bB
2459108.0261453,377.2673,0.2132,9.9584,0.0006,16.3306,2.07,g,G,bB
2459108.8832261,345.0146,0.0852,10.0555,0.0003,17.3262,2.03,g,G,bB
2459111.9161271,294.7715,0.3212,10.2264,0.0012,15.8857,2.27,g,B,bB
2459114.9263801,360.5492,0.1618,10.0077,0.0005,16.6303,2.13,g,G,bB
2459117.7862288,313.5893,0.2001,10.1592,0.0007,16.3996,2.13,g,G,bB
2459118.7823402,307.4598,0.2238,10.1806,0.0008,16.2778,2.26,g,G,bB
